,image_name, comment_number, comment
155220,8052391339.jpg, 0, A dogpile of football players dressed in blue and red with one player in blue trying to jump over the dogpile .
155221,8052391339.jpg, 1," Football players tackle each other in red , white and blue uniforms ."
155222,8052391339.jpg, 2, A football player jumps over fallen players to continue his run .
155223,8052391339.jpg, 3, Player with the football is jumping over defenders .
155224,8052391339.jpg, 4, A football player leaps over the defense .
87770,3898684147.jpg, 0, Two males are playing volleyball and one is jumping and his right arm is away from his body .
87771,3898684147.jpg, 1, Two men wearing shorts and no shirts playing beach volleyball .
87772,3898684147.jpg, 2, An action shot of a volleyball player spiking the ball .
87773,3898684147.jpg, 3, Two shirtless guys playing the beach volleyball .
87774,3898684147.jpg, 4, The two young boy were playing a volleyball .
148145,7001163737.jpg, 0," Two volleyball players standing next to a net that is part of an indoor court , celebrating a win or a point scored , with several people looking on ."
148146,7001163737.jpg, 1, Men 's Volleyball team member jumps up into the air to spike the ball into the other teams playing field .
148147,7001163737.jpg, 2," Two teams , one in white uniforms , the other in red , are playing volleyball in front of a crowd ."
148148,7001163737.jpg, 3, A male volleyball player prepares to spike the ball .
148149,7001163737.jpg, 4, A volleyball player in a competition in France .
75470,3540155303.jpg, 0, A guy flies through the air on his bicycle in a skateboard park .
75471,3540155303.jpg, 1, A man is doing a bicycle trick at a bike park with ramps .
75472,3540155303.jpg, 2, A cyclist is leaning his bicycle up on its front wheel .
75473,3540155303.jpg, 3, A man on a BMX bike is performing a trick .
75474,3540155303.jpg, 4, Man doing stunt on bike in a skate park .
86460,3834993910.jpg, 0," A man wearing a blue large plaid print sweatshirt , khaki shorts and black flip-flops is set up to putt a blue gold ball through a miniature golf penguin obstacle ."
86461,3834993910.jpg, 1," A guy in shorts , a hoodie , and flips flops playing indoor putt putt golf and is currently at the "" penguin hole "" ."
86462,3834993910.jpg, 2, One gentleman in a blue jacket and khaki shorts playing mini golf on a course with a penguin obstacle .
86463,3834993910.jpg, 3," A man in flip-flops , shorts and a pullover plays mini golf , a large plastic penguin , looks away ."
86464,3834993910.jpg, 4," Guy in flannel sweater , shorts and sandals miniature golfing ."
19935,2197552440.jpg, 0, A person wearing a white shirt and red shorts is playing a tennis match .
19936,2197552440.jpg, 1, A tennis player in red shorts is hitting the tennis ball .
19937,2197552440.jpg, 2, A tennis player getting ready to serve the ball .
19938,2197552440.jpg, 3, Two spectators are watching a tennis match .
19939,2197552440.jpg, 4, Tennis player trying to reach the ball .
155150,8042519212.jpg, 0, It 's football practice as a small group of players take a stance on the field watched by four onlookers on the sidelines .
155151,8042519212.jpg, 1," Three football players and a referee squatting during a game , while adults watch in lawn chairs from the sidelines ."
155152,8042519212.jpg, 2, A football team is playing outside on a clear day while people sit in lawn chairs and watch .
155153,8042519212.jpg, 3, A group of people are watching a group of boys in football gear .
155154,8042519212.jpg, 4, football players getting ready with the referee .
94540,4242041141.jpg, 0, Two men appear at soccer match as one man holds a yellow flag .
94541,4242041141.jpg, 1, A soccer player prepares for a corner kick .
94542,4242041141.jpg, 2, A soccer referee is holding a yellow flag .
94543,4242041141.jpg, 3, Two soccer players on a soccer field .
94544,4242041141.jpg, 4, The two man is playing the softball .
49255,2934022873.jpg, 0, two skateboarders wearing their helmets riding down a street .
49256,2934022873.jpg, 1, Two downhill skateboarders round a curve while others watch .
49257,2934022873.jpg, 2, Two skateboarders wearing helmets are going around a turn .
49258,2934022873.jpg, 3, A man in a white helmet crouches while he skateboards .
49259,2934022873.jpg, 4, A group of downhill skateboards going down a hill .
28320,241347823.jpg, 0, A closeup photo of a football player for the Sooners team who is wearing a red jersey with the number 19 .
28321,241347823.jpg, 1, A man wearing a red football uniform and gray gloves looks to the left .
28322,241347823.jpg, 2, An American footballer is wearing a red and white strip .
28323,241347823.jpg, 3, Man in playing football in Sooners jersey number 19
28324,241347823.jpg, 4, A football player with a red Sooners jersey on .
79780,3637966641.jpg, 0, A young baseball player sliding into a base while a dust cloud rises and the other team moves around him .
79781,3637966641.jpg, 1, A Little League team tries to catch a runner sliding into a base in an afternoon game .
79782,3637966641.jpg, 2," Boys playing baseball , cars parked in the background ."
79783,3637966641.jpg, 3, Five little boys are playing baseball .
79784,3637966641.jpg, 4, Kids playing ball in the park .
152600,7652712058.jpg, 0, A soccer game with the blue striped shirt team attempting to score a goal against the red shirt team as the red shirt team defends .
152601,7652712058.jpg, 1," A soccer game is underway between the red and green team , and the blue team ."
152602,7652712058.jpg, 2, A picture of a soccer match from the London 2012 Olympics .
152603,7652712058.jpg, 3, A nearly full stadium of people are watching a soccer game
152604,7652712058.jpg, 4, Olympic soccer players are playing a match .
59465,3186048900.jpg, 0, A small boy with a white shirt and red striped tie has his hand on a door and there are several pairs of shoes beside the door .
59466,3186048900.jpg, 1," A young child dressed in a fitting white buttoned down shirt , tan pants and red tie stands over shoes on a shoe rack ."
59467,3186048900.jpg, 2, A little boy in a dress shirt and tie is standing next to a bunch of tennis shoes .
59468,3186048900.jpg, 3, A little Asian boy is trying to open a door stepping through a batch of shoes .
59469,3186048900.jpg, 4, A little boy wearing dress clothes is waiting by a door .
45645,2845913086.jpg, 0, A man hits a volleyball on a beach volleyball court while spectators look on .
45646,2845913086.jpg, 1, A man serves a volleyball on the sand court at a volleyball competition .
45647,2845913086.jpg, 2, A young man serving a volleyball on the beach .
45648,2845913086.jpg, 3, People are playing volleyball at the beach .
45649,2845913086.jpg, 4, asian man hitting a volleyball
150525,733411277.jpg, 0," A girl wearing a lime green shirt , jeans and bowling shoes is trying to knock down the last three pins ."
150526,733411277.jpg, 1, A girl with black hair and jeans is rolling a ball to knock down three pins in a bowling alley .
150527,733411277.jpg, 2, A female in a lime green shirt is rolling a bowling ball at three pins .
150528,733411277.jpg, 3, Woman attempting to complete a spare in bowling using a red ball .
150529,733411277.jpg, 4, A female wearing a green shirt bowling .
102205,4512346966.jpg, 0, Two lacrosse players are kneeling down looking at the ground while a man is look down at the ground .
102206,4512346966.jpg, 1," Three males , one in red , another in green , and the last in white , are playing lacrosse ."
102207,4512346966.jpg, 2, Two boys in uniform playing a game of field hockey with an adult blowing on a whistle .
102208,4512346966.jpg, 3, Two small lacrosse players listen as they are instructed .
102209,4512346966.jpg, 4, Two young lacrosse players talking to older man .
75210,3534548254.jpg, 0," A young girl in a yellow t-shirt is about to throw a wet , yellow sponge ball ."
75211,3534548254.jpg, 1, A young girl holds a wet sponge and is ready to throw .
75212,3534548254.jpg, 2, A girl in a yellow shirt is throwing a wet football .
75213,3534548254.jpg, 3, A little girl plays with a water balloon and laughs .
75214,3534548254.jpg, 4, A girl with a bowing throwing a wet sponge .
144525,6617071067.jpg, 0," Man in a blue baseball cap , gray shirt and jeans does a skateboard trick over some stairs ."
144526,6617071067.jpg, 1, A younger man where black clothes is doing a trick on his skateboard off of steps .
144527,6617071067.jpg, 2, A skateboarder flips his board over some steps in a plaza .
144528,6617071067.jpg, 3, A young man performs a skateboard trick over some stairs .
144529,6617071067.jpg, 4, A guy is doing a skateboard trick over stairs .
154755,7986651427.jpg, 0," A man in a stadium , surrounded by people , is holding up an orange , white , and green flag from his seat while watching a soccer game ."
154756,7986651427.jpg, 1," A crowd of people in a stadium decked out in white , yellow and green cheer and clap for the team below ."
154757,7986651427.jpg, 2," A man in a stadium is watching a soccer game while , holding up his teams flag ."
154758,7986651427.jpg, 3, Soccer fans supporting their team in the crowd .
154759,7986651427.jpg, 4, Football fans cheering for their team .
75645,3543933690.jpg, 0," Man in a blue shirt , blue jeans , and blue and white bowling shoes is attempting to bowl the ball down the lane ."
75646,3543933690.jpg, 1, A guy wearing glasses with a blue shirt and blue jeans has just released a black bowling ball in a bowling alley .
75647,3543933690.jpg, 2, A man in a blue t-shirt is throwing a bowling ball down a bowling lane .
75648,3543933690.jpg, 3, A man in blue is caught right after releasing the bowling ball .
75649,3543933690.jpg, 4, A man in a blue shirt bowling .
75880,3549140234.jpg, 0," A skateboarder in black , brown , and white is grinding his skateboard along a low rail"
75881,3549140234.jpg, 1, The young man is riding a skateboard and performing a trick .
75882,3549140234.jpg, 2, A young man rides a skateboard along a metal pole .
75883,3549140234.jpg, 3, A man does a skateboard trick on snowy ground .
75884,3549140234.jpg, 4, The skater rides his board on the pipe .
31695,249481696.jpg, 0, A group of young football players hold two attractive cheerleaders up in the air at a football stadium .
31696,249481696.jpg, 1, Two female cheerleaders are doing a cheer while being lifted into the air by male cheerleaders .
31697,249481696.jpg, 2, Two female cheerleaders being held up by fellow cheerleaders in front of a crowd .
31698,249481696.jpg, 3, Two female cheerleaders lifted into the air by male cheerleaders during a cheer .
